,Subscription Code,Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
12673,514053,,0,0.0,0.0,-43147.6,31,31,100.0,1402/06
12674,805657,,0,0.0,0.0,-38.8,31,31,100.0,1402/06
12682,529014,,0,0.0,0.0,-13172.7,31,31,100.0,1402/06
12698,519845,,0,0.0,0.0,-52.1,31,31,100.0,1402/06
12699,529169,,0,0.0,0.0,-30723.9,31,31,100.0,1402/06
12718,529280,,0,0.0,0.0,-194.7,31,31,100.0,1402/06
12737,514249,,0,0.0,0.0,-17138.2,31,31,100.0,1402/06
12767,529097,,0,0.0,0.0,-3306.2,31,31,100.0,1402/06
12780,518293,,0,0.0,0.0,-0.3,31,31,100.0,1402/06
12785,609187,,0,0.0,0.0,-4722.8,31,31,100.0,1402/06
12800,805347,,0,0.0,0.0,-450.2,31,31,100.0,1402/06
12803,618310,,0,0.0,,-0.01,31,31,100.0,1402/06
12808,519313,2.4,0,0.0,,-2.503,21,31,67.74,1402/06
12844,514563,,0,0.0,0.0,-8217.9,31,31,100.0,1402/06
12853,514580,,0,0.0,0.0,-2156.8,31,31,100.0,1402/06
12894,806523,,0,0.0,0.0,-2217.4,31,31,100.0,1402/06
12931,804865,,0,0.0,0.0,-1741.8,31,31,100.0,1402/06
12942,805917,,0,0.0,0.0,-9.1,31,31,100.0,1402/06
12944,805080,,0,0.0,0.0,-139.1,31,31,100.0,1402/06
12979,911408,,0,0.0,0.0,-0.7,31,31,100.0,1402/06
12989,514521,,0,0.0,0.0,-3519.5,31,31,100.0,1402/06
12998,529254,,0,0.0,0.0,-9370.9,31,31,100.0,1402/06
13014,529250,,0,0.0,0.0,-3922.2,31,31,100.0,1402/06
13034,514914,,0,0.0,0.0,-2448.8,31,31,100.0,1402/06
13047,515792,,0,0.0,0.0,-32.4,31,31,100.0,1402/06
13059,518885,,0,0.0,0.0,-11.6,31,31,100.0,1402/06
13091,516476,,0,0.0,0.0,-0.1,31,31,100.0,1402/06
13108,604572,,0,0.0,,-0.06,31,31,100.0,1402/06
13119,601194,,0,0.0,0.0,-1.6,31,31,100.0,1402/06
13160,604069,,0,0.0,0.0,-696.4,31,31,100.0,1402/06
13217,518438,,0,0.0,0.0,-5199.4,31,31,100.0,1402/06
13239,519996,,0,0.0,0.0,-89.8,31,31,100.0,1402/06
13243,530053,,0,0.0,0.0,-934.3,31,31,100.0,1402/06
13251,514916,,0,0.0,0.0,-1598.3,31,31,100.0,1402/06
13278,517373,1.85,0,0.0,5481.5,-45197.98,16,31,51.61,1402/06
13298,515637,,0,0.0,0.0,-6917.3,31,31,100.0,1402/06
13301,516081,,0,0.0,0.0,-1588.9,31,31,100.0,1402/06
13331,517638,,0,0.0,0.0,-755.7,30,30,100.0,1402/07
13336,604907,,0,0.0,0.0,-1047.7,30,30,100.0,1402/07
13340,302041,,0,0.0,0.0,-2.5,30,30,100.0,1402/07
13346,514059,,0,0.0,0.0,-2543.6,30,30,100.0,1402/07
13363,517768,,0,0.0,0.0,-961.5,30,30,100.0,1402/07
13369,514505,,0,0.0,0.0,-373.5,30,30,100.0,1402/07
13392,515530,,0,0.0,0.0,-10494.3,30,30,100.0,1402/07
13396,603011,,0,0.0,0.0,-19417.5,30,30,100.0,1402/07
13402,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1402/07
13405,603270,,0,0.0,0.0,-13309.4,30,30,100.0,1402/07
13525,806415,,0,0.0,0.0,-10406.2,30,30,100.0,1402/07
13526,806416,,0,0.0,0.0,-15909.0,30,30,100.0,1402/07
13527,806412,,0,0.0,0.0,-21973.6,30,30,100.0,1402/07
13528,806414,,0,0.0,0.0,-15384.4,30,30,100.0,1402/07
13529,806413,,0,0.0,0.0,-19620.0,30,30,100.0,1402/07
13542,806494,,0,0.0,0.0,-650.5,30,30,100.0,1402/07
13551,515056,,0,0.0,0.0,-70.0,30,30,100.0,1402/07
13554,805204,,0,0.0,0.0,-58.7,30,30,100.0,1402/07
13559,517979,,0,0.0,0.0,-10111.1,30,30,100.0,1402/07
13564,600448,,0,0.0,0.0,-1919.2,30,30,100.0,1402/07
13571,514682,,0,0.0,0.0,-34816.0,30,30,100.0,1402/07
13606,806526,109.17,2,6.67,,-299.45,30,30,100.0,1402/07
13627,529298,,0,0.0,0.0,-3685.0,30,30,100.0,1402/07
13628,529057,,0,0.0,0.0,-26226.4,30,30,100.0,1402/07
13660,519171,,0,0.0,0.0,-227.8,30,30,100.0,1402/07
13675,529013,,0,0.0,0.0,-15341.3,30,30,100.0,1402/07
13725,529108,,0,0.0,0.0,-8359.2,30,30,100.0,1402/07
13726,529107,1.51,7,23.33,946098.5,-17.4,30,30,100.0,1402/07
13735,529259,,0,0.0,0.0,-10131.1,30,30,100.0,1402/07
13759,516155,,0,0.0,0.0,-311.9,30,30,100.0,1402/07
13764,517316,,0,0.0,0.0,-890.2,30,30,100.0,1402/07
13779,519747,,0,0.0,0.0,-124.8,30,30,100.0,1402/07
13808,529168,,0,0.0,0.0,-1967.6,30,30,100.0,1402/07
13811,603246,8.97,4,13.33,7573.2,-834023.569,30,30,100.0,1402/07
13836,514596,,0,0.0,0.0,-5372.0,30,30,100.0,1402/07
13849,518453,,0,0.0,0.0,-19979.9,30,30,100.0,1402/07
13883,517766,,0,0.0,0.0,-13845.4,30,30,100.0,1402/07
13888,529269,,0,0.0,0.0,-11744.7,30,30,100.0,1402/07
13899,606233,,0,0.0,0.0,-47378.0,30,30,100.0,1402/07
13922,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1402/07
13938,608166,,0,0.0,0.0,-0.1,30,30,100.0,1402/07
13942,529066,,0,0.0,0.0,-204358.9,30,30,100.0,1402/07
13953,515976,,0,0.0,0.0,-16.1,30,30,100.0,1402/07
13991,529021,,0,0.0,0.0,-1234.8,30,30,100.0,1402/07
14000,518586,,0,0.0,0.0,-36.7,30,30,100.0,1402/07
14006,530103,,0,0.0,0.0,-259.6,30,30,100.0,1402/07
14020,911146,,0,0.0,0.0,-33.8,30,30,100.0,1402/07
14026,517883,,0,0.0,0.0,-42895.7,30,30,100.0,1402/07
14054,518159,,0,0.0,0.0,-544.0,30,30,100.0,1402/07
14063,103226,,0,0.0,,-0.02,30,30,100.0,1402/07
14066,102531,,0,0.0,0.0,-2507.4,30,30,100.0,1402/07
14068,804575,,0,0.0,0.0,-6704.5,30,30,100.0,1402/07
14087,804873,,0,0.0,0.0,-5219.6,30,30,100.0,1402/07
14099,805264,,0,0.0,0.0,-56.9,30,30,100.0,1402/07
14112,605368,,0,0.0,0.0,-3717.4,30,30,100.0,1402/07
14135,517780,,0,0.0,0.0,-0.1,30,30,100.0,1402/07
14137,514163,,0,0.0,0.0,-19135.9,30,30,100.0,1402/07
14153,515057,,0,0.0,,-272.192,9,30,30.0,1402/07
14165,606085,5.08,10,33.33,20851.5,-13828.194,20,30,66.67,1402/07
14168,602428-2,,0,0.0,,-0.255,30,30,100.0,1402/07
14175,111111,,0,0.0,0.0,-268.0,30,30,100.0,1402/07
14178,111111,,0,0.0,0.0,-12109.9,30,30,100.0,1402/07
14179,111111,,0,0.0,0.0,-1516.4,30,30,100.0,1402/07
14185,514617,,0,0.0,0.0,-1162.7,30,30,100.0,1402/07
14219,603049,,0,0.0,0.0,-45038.3,30,30,100.0,1402/07
14243,525522,,0,0.0,0.0,-11198.0,30,30,100.0,1402/07
14244,517251,0.4,0,0.0,6.2,-25516.04,13,30,43.33,1402/07
14256,212146,,0,0.0,0.0,-2503.0,30,30,100.0,1402/07
14261,212152,,0,0.0,0.0,-3376.7,30,30,100.0,1402/07
14263,212153,,0,0.0,0.0,-28549.6,30,30,100.0,1402/07
14320,530198,,0,0.0,0.0,-1438.5,30,30,100.0,1402/07
14349,600868,,0,0.0,,-38910.62,1,30,3.33,1402/07
14360,516776,,0,0.0,0.0,-717.9,30,30,100.0,1402/07
14389,514090,,0,0.0,0.0,-282.1,30,30,100.0,1402/07
14487,444441,,0,0.0,0.0,-14981.4,30,30,100.0,1402/07
14546,806310,,0,0.0,0.0,-365.2,30,30,100.0,1402/07
14548,805663,,0,0.0,0.0,-255.0,30,30,100.0,1402/07
14551,910761,,0,0.0,0.0,-4.9,30,30,100.0,1402/07
14561,804813,,0,0.0,0.0,-117.1,30,30,100.0,1402/07
14577,601218,,0,0.0,0.0,-119.4,30,30,100.0,1402/07
14589,515812,,0,0.0,0.0,-64162.4,30,30,100.0,1402/07
14590,515271,,0,0.0,0.0,-7650.7,30,30,100.0,1402/07
14623,529132,,0,0.0,0.0,-63346.3,30,30,100.0,1402/07
14629,515627,,0,0.0,0.0,-8392.3,30,30,100.0,1402/07
14645,514608,,0,0.0,0.0,-11305.3,30,30,100.0,1402/07
14663,529311,1.25,2,6.67,135.6,-83.628,5,30,16.67,1402/07
14669,516036,,0,0.0,0.0,-4360.4,30,30,100.0,1402/07
14738,609193,,0,0.0,0.0,-1328.8,30,30,100.0,1402/07
14756,604218,1.0,1,3.33,,-7.9,30,30,100.0,1402/07
14794,529005,,0,0.0,0.0,-15980.1,30,30,100.0,1402/07
14817,529019,,0,0.0,0.0,-95.0,30,30,100.0,1402/07
14843,514947,,0,0.0,0.0,-43.2,30,30,100.0,1402/07
14891,514053,,0,0.0,0.0,-41755.7,30,30,100.0,1402/07
14892,805657,,0,0.0,0.0,-37.6,30,30,100.0,1402/07
14900,529014,,0,0.0,0.0,-12747.8,30,30,100.0,1402/07
14916,519845,,0,0.0,0.0,-50.4,30,30,100.0,1402/07
14917,529169,,0,0.0,0.0,-29732.7,30,30,100.0,1402/07
14936,529280,,0,0.0,0.0,-188.3,30,30,100.0,1402/07
14955,514249,,0,0.0,0.0,-16585.4,30,30,100.0,1402/07
14957,603104,0.87,2,6.67,22.2,-34.815,6,30,20.0,1402/07
14963,515467,,0,0.0,,-0.49,30,30,100.0,1402/07
14985,529097,,0,0.0,0.0,-3199.5,30,30,100.0,1402/07
14998,518293,,0,0.0,0.0,-0.3,30,30,100.0,1402/07
15003,609187,,0,0.0,0.0,-4570.4,30,30,100.0,1402/07
15018,805347,,0,0.0,0.0,-435.8,30,30,100.0,1402/07
15021,618310,,0,0.0,,-0.02,30,30,100.0,1402/07
15062,514563,,0,0.0,0.0,-7952.8,30,30,100.0,1402/07
15071,514580,,0,0.0,0.0,-2087.3,30,30,100.0,1402/07
15112,806523,,0,0.0,0.0,-2145.9,30,30,100.0,1402/07
15136,519044,1.08,0,0.0,19222.2,-3565.08,30,30,100.0,1402/07
15149,804865,,0,0.0,0.0,-1685.6,30,30,100.0,1402/07
15160,805917,,0,0.0,0.0,-8.9,30,30,100.0,1402/07
15162,805080,,0,0.0,0.0,-134.7,30,30,100.0,1402/07
15190,122092,,0,0.0,0.0,-0.1,30,30,100.0,1402/07
15191,517892,,0,0.0,,-6066.548,4,30,13.33,1402/07
15197,911408,,0,0.0,0.0,-0.7,30,30,100.0,1402/07
15207,514521,,0,0.0,0.0,-3405.9,30,30,100.0,1402/07
15216,529254,,0,0.0,0.0,-9068.6,30,30,100.0,1402/07
15232,529250,,0,0.0,0.0,-3795.6,30,30,100.0,1402/07
15252,514914,,0,0.0,0.0,-2369.7,30,30,100.0,1402/07
15265,515792,,0,0.0,0.0,-31.4,30,30,100.0,1402/07
15270,527807,0.8,0,0.0,,-21460.16,13,30,43.33,1402/07
15277,518885,,0,0.0,0.0,-11.2,30,30,100.0,1402/07
15337,601194,,0,0.0,0.0,-1.5,30,30,100.0,1402/07
15355,529164,,0,0.0,,-440465.0,1,30,3.33,1402/07
15378,604069,,0,0.0,0.0,-674.1,30,30,100.0,1402/07
15435,518438,,0,0.0,0.0,-5031.6,30,30,100.0,1402/07
15450,1421117,,0,0.0,0.0,-4111.4,30,30,100.0,1402/07
15457,519996,,0,0.0,0.0,-86.8,30,30,100.0,1402/07
15461,530053,,0,0.0,0.0,-904.1,30,30,100.0,1402/07
15469,514916,,0,0.0,0.0,-1546.8,30,30,100.0,1402/07
15479,540710,,0,0.0,0.0,-51.7,30,30,100.0,1402/07
15516,515637,,0,0.0,0.0,-6694.2,30,30,100.0,1402/07
15519,516081,,0,0.0,0.0,-1537.6,30,30,100.0,1402/07
15549,517638,,0,0.0,0.0,-755.8,30,30,100.0,1402/08
15554,604907,,0,0.0,0.0,-1047.6,30,30,100.0,1402/08
15558,302041,,0,0.0,0.0,-2.6,30,30,100.0,1402/08
15564,514059,,0,0.0,0.0,-2543.6,30,30,100.0,1402/08
15581,517768,,0,0.0,0.0,-961.5,30,30,100.0,1402/08
15587,514505,,0,0.0,0.0,-373.5,30,30,100.0,1402/08
15610,515530,,0,0.0,0.0,-10494.4,30,30,100.0,1402/08
15614,603011,,0,0.0,0.0,-19417.5,30,30,100.0,1402/08
15620,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1402/08
15623,603270,,0,0.0,0.0,-13309.5,30,30,100.0,1402/08
15743,806415,,0,0.0,0.0,-10406.3,30,30,100.0,1402/08
15744,806416,,0,0.0,0.0,-15909.1,30,30,100.0,1402/08
15745,806412,,0,0.0,0.0,-21973.6,30,30,100.0,1402/08
15746,806414,,0,0.0,0.0,-15384.5,30,30,100.0,1402/08
15747,806413,,0,0.0,0.0,-19620.0,30,30,100.0,1402/08
15760,806494,,0,0.0,0.0,-650.4,30,30,100.0,1402/08
15769,515056,,0,0.0,0.0,-70.0,30,30,100.0,1402/08
15772,805204,,0,0.0,0.0,-58.6,30,30,100.0,1402/08
15777,517979,,0,0.0,0.0,-10111.0,30,30,100.0,1402/08
15782,600448,,0,0.0,0.0,-1919.1,30,30,100.0,1402/08
15787,514153,,0,0.0,0.0,-6411.6,30,30,100.0,1402/08
15789,514682,,0,0.0,0.0,-34816.0,30,30,100.0,1402/08
15845,529298,,0,0.0,0.0,-3685.0,30,30,100.0,1402/08
15846,529057,,0,0.0,0.0,-26226.4,30,30,100.0,1402/08
15878,519171,,0,0.0,0.0,-227.8,30,30,100.0,1402/08
15891,514193,,0,0.0,,-121.821,30,30,100.0,1402/08
15893,529013,,0,0.0,0.0,-15341.4,30,30,100.0,1402/08
15911,898989,,0,0.0,,-131.688,23,30,76.67,1402/08
15943,529108,,0,0.0,0.0,-8359.2,30,30,100.0,1402/08
15953,529259,,0,0.0,0.0,-10131.1,30,30,100.0,1402/08
15977,516155,,0,0.0,0.0,-311.9,30,30,100.0,1402/08
15982,517316,,0,0.0,0.0,-890.2,30,30,100.0,1402/08
15984,100387,,0,0.0,0.0,-3429.6,30,30,100.0,1402/08
15997,519747,,0,0.0,0.0,-124.9,30,30,100.0,1402/08
16010,14211330,,0,0.0,,-1.965,30,30,100.0,1402/08
16026,529168,,0,0.0,0.0,-1967.7,30,30,100.0,1402/08
16037,603045,,0,0.0,,-331.344,28,30,93.33,1402/08
16052,517936,0.2,0,0.0,,-99816.31,17,30,56.67,1402/08
16054,514596,,0,0.0,0.0,-5372.0,30,30,100.0,1402/08
16063,515078,,0,0.0,,-65.862,30,30,100.0,1402/08
16067,518453,,0,0.0,0.0,-19979.9,30,30,100.0,1402/08
16072,603069,22.5,0,0.0,7481.7,-510460.106,30,30,100.0,1402/08
16079,603004,,0,0.0,0.0,-31008.4,30,30,100.0,1402/08
16098,300231,,0,0.0,0.0,-51.1,30,30,100.0,1402/08
16101,517766,,0,0.0,0.0,-13845.3,30,30,100.0,1402/08
16103,100582,,0,0.0,0.0,-302.3,30,30,100.0,1402/08
16106,529269,,0,0.0,0.0,-11744.6,30,30,100.0,1402/08
16117,606233,,0,0.0,0.0,-47377.9,30,30,100.0,1402/08
16140,514162,,0,0.0,0.0,-3189.4,30,30,100.0,1402/08
16151,606231,2.75,1,3.33,,-3.1,30,30,100.0,1402/08
16156,608166,,0,0.0,0.0,-0.2,30,30,100.0,1402/08
16160,529066,,0,0.0,0.0,-204359.0,30,30,100.0,1402/08
16171,515976,,0,0.0,0.0,-16.1,30,30,100.0,1402/08
16193,603180,,0,0.0,0.0,-11356.3,30,30,100.0,1402/08
16209,529021,,0,0.0,0.0,-1234.7,30,30,100.0,1402/08
16218,518586,,0,0.0,0.0,-36.6,30,30,100.0,1402/08
16224,530103,,0,0.0,0.0,-259.6,30,30,100.0,1402/08
16235,603097,,0,0.0,,-113.845,23,30,76.67,1402/08
16236,529115,,0,0.0,0.0,-35912.0,30,30,100.0,1402/08
16238,911146,,0,0.0,0.0,-33.8,30,30,100.0,1402/08
16241,303064,,0,0.0,0.0,-759.2,30,30,100.0,1402/08
16244,517883,,0,0.0,0.0,-42895.7,30,30,100.0,1402/08
16272,518159,,0,0.0,0.0,-543.9,30,30,100.0,1402/08
16284,102531,,0,0.0,0.0,-2507.5,30,30,100.0,1402/08
16286,804575,,0,0.0,0.0,-6704.5,30,30,100.0,1402/08
16291,529081,25.55,0,0.0,3.8,-13931.224,4,30,13.33,1402/08
16305,804873,,0,0.0,0.0,-5219.6,30,30,100.0,1402/08
16317,805264,,0,0.0,0.0,-56.9,30,30,100.0,1402/08
16330,605368,,0,0.0,0.0,-3717.4,30,30,100.0,1402/08
16338,514360,,0,0.0,0.0,-4633.4,30,30,100.0,1402/08
16353,517780,,0,0.0,0.0,-0.1,30,30,100.0,1402/08
16355,514163,,0,0.0,0.0,-19135.8,30,30,100.0,1402/08
16386,602428-2,0.6,0,0.0,,-0.038,30,30,100.0,1402/08
16393,111111,,0,0.0,0.0,-267.9,30,30,100.0,1402/08
16395,111111,,0,0.0,0.0,-14255.4,30,30,100.0,1402/08
16396,111111,,0,0.0,0.0,-12109.9,30,30,100.0,1402/08
16397,111111,,0,0.0,0.0,-1516.5,30,30,100.0,1402/08
16403,514617,,0,0.0,0.0,-1162.6,30,30,100.0,1402/08
16433,517268,,0,0.0,,-6.626,30,30,100.0,1402/08
16437,603049,,0,0.0,0.0,-45038.2,30,30,100.0,1402/08
16461,525522,,0,0.0,0.0,-11197.9,30,30,100.0,1402/08
16474,212146,,0,0.0,0.0,-2503.1,30,30,100.0,1402/08
16476,212147,,0,0.0,0.0,-1935.5,30,30,100.0,1402/08
16479,212152,,0,0.0,0.0,-3376.8,30,30,100.0,1402/08
16481,212153,,0,0.0,0.0,-28549.7,30,30,100.0,1402/08
16503,602886,,0,0.0,0.0,-2183.0,30,30,100.0,1402/08
16538,530198,,0,0.0,0.0,-1438.4,30,30,100.0,1402/08
16578,516776,,0,0.0,0.0,-717.9,30,30,100.0,1402/08
16607,514090,,0,0.0,0.0,-282.1,30,30,100.0,1402/08
16624,516386,17.7,1,3.33,17.1,-1294952.7,30,30,100.0,1402/08
16705,444441,,0,0.0,0.0,-14981.4,30,30,100.0,1402/08
16734,300075,,0,0.0,0.0,-2063.6,30,30,100.0,1402/08
16764,806310,,0,0.0,0.0,-365.2,30,30,100.0,1402/08
16766,805663,,0,0.0,0.0,-255.0,30,30,100.0,1402/08
16769,910761,,0,0.0,0.0,-4.9,30,30,100.0,1402/08
16779,804813,,0,0.0,0.0,-117.0,30,30,100.0,1402/08
16795,601218,,0,0.0,0.0,-119.4,30,30,100.0,1402/08
16807,515812,,0,0.0,0.0,-64162.4,30,30,100.0,1402/08
16808,515271,,0,0.0,0.0,-7650.6,30,30,100.0,1402/08
16841,529132,,0,0.0,0.0,-63346.3,30,30,100.0,1402/08
16847,515627,,0,0.0,0.0,-8392.2,30,30,100.0,1402/08
16862,302006,,0,0.0,0.0,-2811.7,30,30,100.0,1402/08
16863,514608,,0,0.0,0.0,-11305.3,30,30,100.0,1402/08
16879,200718,,0,0.0,,-0.049,30,30,100.0,1402/08
16887,516036,,0,0.0,0.0,-4360.3,30,30,100.0,1402/08
16901,514503,,0,0.0,,-105.083,30,30,100.0,1402/08
16939,606161,,0,0.0,,-115.02,30,30,100.0,1402/08
16956,609193,,0,0.0,0.0,-1328.7,30,30,100.0,1402/08
16974,604218,1.04,5,16.67,,-7.5,30,30,100.0,1402/08
17012,529005,,0,0.0,0.0,-15980.1,30,30,100.0,1402/08
17028,514027,,0,0.0,,-48.278,27,30,90.0,1402/08
17035,529019,,0,0.0,0.0,-94.9,30,30,100.0,1402/08
17043,514176,,0,0.0,,-71.64,23,30,76.67,1402/08
17045,603267,,0,0.0,,-2.069,28,30,93.33,1402/08
17061,514947,,0,0.0,0.0,-43.3,30,30,100.0,1402/08
17109,514053,,0,0.0,0.0,-41755.7,30,30,100.0,1402/08
17110,805657,,0,0.0,0.0,-37.6,30,30,100.0,1402/08
17118,529014,,0,0.0,0.0,-12747.8,30,30,100.0,1402/08
17134,519845,,0,0.0,0.0,-50.5,30,30,100.0,1402/08
17135,529169,,0,0.0,0.0,-29732.8,30,30,100.0,1402/08
17150,804112,,0,0.0,,-173.412,30,30,100.0,1402/08
17154,529280,,0,0.0,0.0,-188.4,30,30,100.0,1402/08
17173,514249,,0,0.0,0.0,-16585.4,30,30,100.0,1402/08
17178,603366,,0,0.0,,-79.777,30,30,100.0,1402/08
17203,529097,,0,0.0,0.0,-3199.5,30,30,100.0,1402/08
17211,603269,,0,0.0,,-0.587,28,30,93.33,1402/08
17216,518293,,0,0.0,0.0,-0.2,30,30,100.0,1402/08
17221,609187,,0,0.0,0.0,-4570.5,30,30,100.0,1402/08
17236,805347,,0,0.0,0.0,-435.7,30,30,100.0,1402/08
17250,622077,0.45,2,6.67,9.2,-124.094,29,30,96.67,1402/08
17279,603023,1.73,1,3.33,,-5.6,30,30,100.0,1402/08
17280,514563,,0,0.0,0.0,-7952.8,30,30,100.0,1402/08
17289,514580,,0,0.0,0.0,-2087.2,30,30,100.0,1402/08
17330,806523,,0,0.0,0.0,-2145.9,30,30,100.0,1402/08
17334,101259,,0,0.0,0.0,-761.2,30,30,100.0,1402/08
17341,515066,1.2,2,6.67,,-10.7,30,30,100.0,1402/08
17345,924132,0.2,1,3.33,,-1134.85,2,30,6.67,1402/08
17354,519044,,0,0.0,0.0,-6760.1,30,30,100.0,1402/08
17358,603351,3.0,3,10.0,97946.5,-37.6,30,30,100.0,1402/08
17367,804865,,0,0.0,0.0,-1685.5,30,30,100.0,1402/08
17370,603432,,0,0.0,0.0,-4061.8,30,30,100.0,1402/08
17378,805917,,0,0.0,0.0,-8.8,30,30,100.0,1402/08
17380,805080,,0,0.0,0.0,-134.6,30,30,100.0,1402/08
17383,603101,,0,0.0,,-0.03,30,30,100.0,1402/08
17401,515493,,0,0.0,,-122.311,23,30,76.67,1402/08
17409,517892,,0,0.0,,-0.815,20,30,66.67,1402/08
17415,911408,,0,0.0,0.0,-0.6,30,30,100.0,1402/08
17425,514521,,0,0.0,0.0,-3405.9,30,30,100.0,1402/08
17434,529254,,0,0.0,0.0,-9068.6,30,30,100.0,1402/08
17435,529033,,0,0.0,,-50.371,28,30,93.33,1402/08
17443,603144,,0,0.0,,-34.059,28,30,93.33,1402/08
17450,529250,,0,0.0,0.0,-3795.6,30,30,100.0,1402/08
17470,514914,,0,0.0,0.0,-2369.8,30,30,100.0,1402/08
17483,515792,,0,0.0,0.0,-31.3,30,30,100.0,1402/08
17490,514499,7.39,0,0.0,71843.6,-76826.4,30,30,100.0,1402/08
17495,518885,,0,0.0,0.0,-11.2,30,30,100.0,1402/08
17499,514475,11.92,0,0.0,462.9,-220821.036,30,30,100.0,1402/08
17527,516476,,0,0.0,0.0,-0.1,30,30,100.0,1402/08
17534,911729,0.3,1,3.33,,-1.79,30,30,100.0,1402/08
17555,601194,,0,0.0,0.0,-1.6,30,30,100.0,1402/08
17596,604069,,0,0.0,0.0,-674.0,30,30,100.0,1402/08
17608,514536,,0,0.0,0.0,-34.0,30,30,100.0,1402/08
17613,603044,,0,0.0,,-174.702,30,30,100.0,1402/08
17653,518438,,0,0.0,0.0,-5031.7,30,30,100.0,1402/08
17658,805486,,0,0.0,,-0.893,30,30,100.0,1402/08
17668,1421117,,0,0.0,0.0,-4111.4,30,30,100.0,1402/08
17675,519996,,0,0.0,0.0,-86.8,30,30,100.0,1402/08
17679,530053,,0,0.0,0.0,-904.1,30,30,100.0,1402/08
17687,514916,,0,0.0,0.0,-1546.8,30,30,100.0,1402/08
17697,540710,,0,0.0,0.0,-51.7,30,30,100.0,1402/08
17712,103193,35.35,2,6.67,5.3,-718.929,30,30,100.0,1402/08
17734,515637,,0,0.0,0.0,-6694.3,30,30,100.0,1402/08
17737,516081,,0,0.0,0.0,-1537.6,30,30,100.0,1402/08
17767,517638,,0,0.0,0.0,-755.7,30,30,100.0,1402/09
17772,604907,,0,0.0,0.0,-1047.7,30,30,100.0,1402/09
17776,302041,,0,0.0,0.0,-2.5,30,30,100.0,1402/09
17782,514059,,0,0.0,0.0,-2543.5,30,30,100.0,1402/09
17788,618400,,0,0.0,,-0.1,30,30,100.0,1402/09
17799,517768,,0,0.0,0.0,-961.5,30,30,100.0,1402/09
17805,514505,,0,0.0,0.0,-373.4,30,30,100.0,1402/09
17819,529072,0.85,2,6.67,769526.1,-0.2,30,30,100.0,1402/09
17828,515530,,0,0.0,0.0,-10494.3,30,30,100.0,1402/09
17830,517015,,0,0.0,0.0,-423.3,30,30,100.0,1402/09
17832,603011,,0,0.0,0.0,-19417.6,30,30,100.0,1402/09
17838,911838,,0,0.0,0.0,-1501.9,30,30,100.0,1402/09
17840,513130,,0,0.0,0.0,-6182.9,30,30,100.0,1402/09
17841,603270,,0,0.0,0.0,-13309.4,30,30,100.0,1402/09
17842,529184,,0,0.0,,-1251701.0,30,30,100.0,1402/09
17907,چاه بهاریه 1,,0,0.0,0.0,-29004.9,30,30,100.0,1402/09
17961,806415,,0,0.0,0.0,-10406.2,30,30,100.0,1402/09
17962,806416,,0,0.0,0.0,-15909.0,30,30,100.0,1402/09
17963,806412,,0,0.0,0.0,-21973.6,30,30,100.0,1402/09
17964,806414,,0,0.0,0.0,-15384.4,30,30,100.0,1402/09
17965,806413,,0,0.0,0.0,-19620.0,30,30,100.0,1402/09
17978,806494,,0,0.0,0.0,-650.4,30,30,100.0,1402/09
17984,529119,2.55,0,0.0,259.7,-1789.425,20,30,66.67,1402/09
17987,515056,,0,0.0,0.0,-70.0,30,30,100.0,1402/09
17990,805204,,0,0.0,0.0,-58.6,30,30,100.0,1402/09
17995,517979,,0,0.0,0.0,-10111.1,30,30,100.0,1402/09
18000,600448,,0,0.0,0.0,-1919.1,30,30,100.0,1402/09
18005,514153,,0,0.0,0.0,-6411.6,30,30,100.0,1402/09
18007,514682,,0,0.0,0.0,-34816.0,30,30,100.0,1402/09
18021,518458,,0,0.0,0.0,-191.2,30,30,100.0,1402/09
18063,529298,,0,0.0,0.0,-3685.0,30,30,100.0,1402/09
18064,529057,,0,0.0,0.0,-26226.4,30,30,100.0,1402/09
18089,513023,0.87,3,10.0,,-2.193,30,30,100.0,1402/09
18096,519171,,0,0.0,0.0,-227.8,30,30,100.0,1402/09
18111,529013,,0,0.0,0.0,-15341.4,30,30,100.0,1402/09
18112,805852,1.2,0,0.0,132.7,-855.13,30,30,100.0,1402/09
18139,911748,,0,0.0,0.0,-52.4,30,30,100.0,1402/09
18161,529108,,0,0.0,0.0,-8359.2,30,30,100.0,1402/09
18171,529259,,0,0.0,0.0,-10131.1,30,30,100.0,1402/09
18195,516155,,0,0.0,0.0,-311.8,30,30,100.0,1402/09
18200,517316,,0,0.0,0.0,-890.3,30,30,100.0,1402/09
18202,100387,,0,0.0,0.0,-3429.6,30,30,100.0,1402/09
18205,604729,,0,0.0,,-0.5,30,30,100.0,1402/09
18215,519747,,0,0.0,0.0,-124.8,30,30,100.0,1402/09
18218,911654,,0,0.0,0.0,-0.1,30,30,100.0,1402/09
18229,14211204,,0,0.0,0.0,-3537.0,30,30,100.0,1402/09
18244,529168,,0,0.0,0.0,-1967.6,30,30,100.0,1402/09
